umls_cui,drug_Raw_Name,src_nm,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3
C0242451,Propoxyphene Hydrochloride,DailyMed,Pharmacologic Substance,Organic Chemical,
C0033495,Propoxyphene Napsylate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0282321,Propranolol Hydrochloride,DailyMed,Pharmacologic Substance,Organic Chemical,
C0072229,Propylene Oxide,MeSH_PA,Organic Chemical,,
C0991869,Propylene Glycol Diacetate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2698897,Propylene Glycol Monostearate,USAN_TC,Pharmacologic Substance,Lipid,
C0071666,Polypropylene Glycol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0556243,Propylparaben Sodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0951999,Proroxan Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0033631,Protein Hydrolysate,USAN_TC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0700557,Protriptyline Hydrochloride,DailyMed,Pharmacologic Substance,Organic Chemical,
C1882500,Proxorphan Tartrate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2756584,Prucalopride Succinate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2347716,Pruvanserin Hydrochloride,USAN_TC,Pharmacologic Substance,,
C0304430,Pseudoephedrine Hydrochloride,DailyMed,Pharmacologic Substance,Organic Chemical,
C1337137,Pseudoephedrine Polistirex,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0304431,Pseudoephedrine Sulfate,PDR,Pharmacologic Substance,Organic Chemical,
C0034146,Puromycin Aminonucleoside,MeSH_PA,Antibiotic,Nucleic Acid; Nucleoside; or Nucleotide,
C0282329,Puromycin Hydrochloride,USAN_TC,Antibiotic,Nucleic Acid; Nucleoside; or Nucleotide,
C0034231,Pyran Copolymer,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0034237,Pyrantel Pamoate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0034238,Pyrantel Tartrate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0034262,Pyridostigmine Bromide,DailyMed,Pharmacologic Substance,Organic Chemical,
C0072697,Pyridoxal 5'-Diphospho-5'-Adenosine,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Nucleic Acid; Nucleoside; or Nucleotide,
C0072702,Pyridoxal Isonicotinoyl Hydrazone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0034266,Pyridoxal Phosphate,DrugBank,Pharmacologic Substance,Vitamin,Organic Chemical
C0174492,Pyridoxal Phosphate-6-Azophenyl-2';4'-Disulfonic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0700496,Pyridoxine Hydrochloride,USAN_TC,Pharmacologic Substance,Vitamin,Organic Chemical
C0282330,Pyrilamine Maleate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0771554,Pyrithione Disulfide,USAN_TC,Pharmacologic Substance,Organic Chemical,
C1882510,Pyrithione Sodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0072742,Pyrogallol Sulfonphthalein,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0967227,Bromohydrin Pyrophosphate,ChEBI,Organophosphorus Compound,,
C0074764,Sodium Pyrophosphate,USAN_TC,Pharmacologic Substance,Inorganic Chemical,
C0205973,Stannous Pyrophosphate,USAN_TC,Indicator; Reagent; or Diagnostic Aid,Inorganic Chemical,
C0069334,Octamethyl Pyrophosphoramide,MeSH_PA,Hazardous or Poisonous Substance,Organophosphorus Compound,
C0951428,Pyrovalerone Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2698921,Pyroxamine Maleate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2825608,Pyrroliphene Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0063481,Indol-3-Yl Pyruvic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0139597,Pyrvinium Pamoate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2825265,Quadazocine Mesylate,USAN_TC,Pharmacologic Substance,,
C0724680,Quetiapine Fumarate,PDR,Pharmacologic Substance,Organic Chemical,
C2347733,Quiflapon Sodium,USAN_TC,Pharmacologic Substance,,
C0072848,Quin2-Acetoxymethyl Ester,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0770920,Quinapril Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2347737,Quinazosin Hydrochloride,USAN_TC,Pharmacologic Substance,,
C0139693,Quingestanol Acetate,USAN_TC,Steroid,,
C0072869,Quinidine Gluconate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0034415,Quinidine Sulfate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0771588,Quinine Ascorbate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0034422,Quinine Sulfate,ChEBI,Pharmacologic Substance,Organic Chemical,
C0376516,Quinpirole Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0034440,Quinuclidinyl Benzilate,MeSH_PA,Pharmacologic Substance,Indicator; Reagent; or Diagnostic Aid,Organic Chemical
C2825666,Quinuclium Bromide,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0877830,Quipazine Maleate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C3273320,Quizartinib Dihydrochloride,USAN_TC,Pharmacologic Substance,,
C0732569,Rabeprazole Sodium,PDR,Pharmacologic Substance,Organic Chemical,
C0958044,Ractopamine Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2825732,Radezolid Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0072962,Radon Daughters,MeSH_PA,Element; Ion; or Isotope,,
C0618111,Raloxifene Hydrochloride,PDR,Pharmacologic Substance,Organic Chemical,
C1966407,Raltegravir Potassium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0139919,Ranitidine Bismuth Citrate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0700466,Ranitidine Hydrochloride,DailyMed,Pharmacologic Substance,Organic Chemical,
C1882543,Ranolazine Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0753790,Rapacuronium Bromide,USAN_TC,Pharmacologic Substance,Organic Chemical,
C1615645,Rasagiline Mesylate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0168387,Reboxetine Mesylate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0970489,Recainam Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0956196,Recainam Tosylate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2825353,Regrelor Disodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0771827,Remifentanil Hydrochloride,ChEBI,Pharmacologic Substance,Organic Chemical,
C0771022,Remoxipride Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0771023,Reproterol Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0636149,Resorcinol Monoacetate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2700600,Retaspimycin Hydrochloride,ChEBI,Pharmacologic Substance,Organic Chemical,
C0073115,Retinyl Palmitate,ChEBI,Pharmacologic Substance,Vitamin,Organic Chemical
C0073109,Retinol Acetate,MeSH_PA,Pharmacologic Substance,Vitamin,Organic Chemical
C0065078,Lissamine Rhodamine B,MeSH_PA,Organic Chemical,,
C0069323,Octadecyl Rhodamine B Chloride,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0073196,Rhodamine Dextran,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Carbohydrate,
C0073197,Rhodamine Isothiocyanate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1620320,Ribostamycin Sulfate,ChEBI,Antibiotic,Carbohydrate,
C0771754,Rifamycin Sodium,USAN_TC,Antibiotic,Organic Chemical,
C3154850,Rilpivirine Hydrochloride,ChEBI,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0282336,Rimantadine Hydrochloride,PDR,Pharmacologic Substance,Organic Chemical,
C0700493,Rimiterol Hydrobromide,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0166025,Risedronate Sodium,PDR,Pharmacologic Substance,Organic Chemical,
C1257439,Risotilide Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0356649,Ritodrine Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2347966,Rivanicline Galactarate,USAN_TC,Pharmacologic Substance,,
C0772415,Rivastigmine Tartrate,ChEBI,Pharmacologic Substance,Organic Chemical,
C0772420,Rizatriptan Benzoate,DailyMed,Pharmacologic Substance,Organic Chemical,
C1882957,Rizatriptan Sulfate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0877831,Robenidine Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C3272853,Rocastine Hydrochloride,USAN_TC,Pharmacologic Substance,,
C0069632,Rocuronium Bromide,ChEBI,Pharmacologic Substance,Organic Chemical,
C3273721,Rolapitant Hydrochloride,USAN_TC,Pharmacologic Substance,,
C0282338,Rolitetracycline Nitrate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2825589,Ronacaleret Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0771840,Ropinirole Hydrochloride,PDR,Pharmacologic Substance,Organic Chemical,
C0771826,Ropivacaine Hydrochloride,DailyMed,Pharmacologic Substance,Organic Chemical,
C2983813,Rosaramicin Butyrate,USAN_TC,Antibiotic,Carbohydrate,
C0795660,Rosiglitazone Maleate,PDR,Pharmacologic Substance,Organic Chemical,
C1101751,Rosuvastatin Calcium,PDR,Pharmacologic Substance,Biologically Active Substance,Organic Chemical
C0771830,Roxatidine Acetate Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0073601,Roxatidine Acetate,DrugBank,Pharmacologic Substance,Organic Chemical,
C3501644,Roxifiban Acetate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0077279,Tris(2;2'-Bipyridine)Ruthenium Ii,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C3247907,Ruxolitinib Phosphate,ChEBI,Pharmacologic Substance,,
C0282341,Saccharin Calcium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0917900,Saccharin Sodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0888599,Safingol Hydrochloride,USAN_TC,Pharmacologic Substance,Lipid,
C2699262,Salcaprozate Sodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0073980,Salicylhydroxamic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0036079,Salicylic Acid,ChEBI,Pharmacologic Substance,Organic Chemical,
C0037549,Sodium Salicylate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1099675,Thiosalicylic Acid,ChEBI,Pharmacologic Substance,Organic Chemical,
C0077376,Trolamine Salicylate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0046576,2-Thiosalicylic Acid,MeSH_PA,Organic Chemical,,
C0055573,Choline Salicylate,NDFRT,Pharmacologic Substance,Organic Chemical,
C0058447,Disalicylaldehyde Ethylenediamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0611322,Dithiosalicylic Acid,ChEBI,Pharmacologic Substance,Organic Chemical,
C0297002,Farnesylthiosalicylic Acid,MeSH_PA,Organic Chemical,,
C0126789,Magnesium Salicylate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0066282,Methyl Salicylate,ChEBI,Pharmacologic Substance,Lipid,
C0073999,Phenyl Salicylate,NDFRT,Pharmacologic Substance,Organic Chemical,
C0245531,Salmeterol Xinafoate,PDR,Pharmacologic Substance,Organic Chemical,
C0074009,Samarium Ethylenediaminetetramethylenephosphonate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0757817,Sanfetrinem Cilexetil,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2348154,Sanfetrinem Sodium,USAN_TC,Pharmacologic Substance,,
C2825366,Sanguinarium Chloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0380290,Saprisartan Potassium,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1996349,Sapropterin Dihydrochloride,ChEBI,Pharmacologic Substance,Biologically Active Substance,Organic Chemical
C0286737,Saquinavir Mesylate,PDR,Pharmacologic Substance,Organic Chemical,
C0970567,Sarafloxacin Hydrochloride,USAN_TC,Antibiotic,Organic Chemical,
C0030114,Saralasin Acetate,USAN_TC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C1690151,Sarizotan Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0771629,Satumomab Pendetide,DrugBank,Pharmacologic Substance,Organic Chemical,
C0036444,Scopolamine Hydrobromide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0285753,Dibutyl Sebacate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0304359,Secobarbital Sodium,ChEBI,Pharmacologic Substance,Organic Chemical,
C0700467,Selegiline Hydrochloride,ChEBI,Pharmacologic Substance,Organic Chemical,
C0074281,Selenium Sulfide,DailyMed,Pharmacologic Substance,Inorganic Chemical,
C0074765,Sodium Selenate,MeSH_PA,Pharmacologic Substance,Hazardous or Poisonous Substance,Inorganic Chemical
C0142923,Sodium Selenite,DailyMed,Pharmacologic Substance,Inorganic Chemical,
C0074280,Selenious Acid,USAN_TC,Pharmacologic Substance,Inorganic Chemical,
C2987007,Selumetinib Sulfate,USAN_TC,Pharmacologic Substance,,
C0521924,Semduramicin Sodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0036656,Senna Extract,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2348181,Sepazonium Chloride,USAN_TC,Pharmacologic Substance,,
C0903751,Sepimostate Mesilate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2348183,Seproxetine Hydrochloride,USAN_TC,Pharmacologic Substance,,
C1883004,Seractide Acetate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2744556,Sergliflozin Etabonate,USAN_TC,Carbohydrate,,
C0162725,Sermorelin Acetate,USAN_TC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0771896,Sertaconazole Nitrate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0600526,Sertraline Hydrochloride,ChEBI,Pharmacologic Substance,Organic Chemical,
C1721288,Sevelamer Carbonate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0772463,Sevelamer Hydrochloride,PDR,Pharmacologic Substance,Organic Chemical,
C0142102,Sezolamide Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0142278,Sibutramine Hydrochloride,PDR,Pharmacologic Substance,Organic Chemical,
C0724693,Sildenafil Citrate,ChEBI,Pharmacologic Substance,Organic Chemical,
C2936385,Silica Gel,MeSH_PA,Biomedical or Dental Material,Inorganic Chemical,
C0074523,Silicon Carbide,MeSH_PA,Biomedical or Dental Material,Hazardous or Poisonous Substance,Inorganic Chemical
C0037098,Silicon Dioxide,DailyMed,Biomedical or Dental Material,Inorganic Chemical,
C0982384,Silicon Dioxide; Colloidal,USAN_TC,Biomedical or Dental Material,Inorganic Chemical,
C0074525,Silicon Nitride,MeSH_PA,Pharmacologic Substance,Inorganic Chemical,
C0219458,Silicon Phthalocyanine,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0058460,Disilver Oxide,MeSH_PA,Pharmacologic Substance,Inorganic Chemical,
C3486826,Silver Cation,DailyMed,Pharmacologic Substance,,
C0037129,Silver Nitrate,DailyMed,Pharmacologic Substance,Inorganic Chemical,
C0037210,Sisomicin Sulfate,USAN_TC,Pharmacologic Substance,Carbohydrate,
C1667080,Sitagliptin Phosphate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C1952549,Sitaxentan Sodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0142785,Sodium Acetate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0074726,Sodium Bisulfite,MeSH_PA,Pharmacologic Substance,Inorganic Chemical,
C0597484,Sodium Cation,DailyMed,Pharmacologic Substance,Element; Ion; or Isotope,
C0037494,Sodium Chloride,DailyMed,Pharmacologic Substance,Biologically Active Substance,Inorganic Chemical
C0142853,Sodium Gluconate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0037517,Sodium Hydroxide,MeSH_PA,Hazardous or Poisonous Substance,Inorganic Chemical,
C0074769,Sodium Sulfate,DailyMed,Pharmacologic Substance,Inorganic Chemical,
C2825242,Sofinicline Benzenesulfonate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C1509436,Solifenacin Succinate,DailyMed,Pharmacologic Substance,Organic Chemical,
C2825701,Somantadine Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2827335,Sonepiprazole Mesylate,USAN_TC,Pharmacologic Substance,,
C1676709,Sorafenib Tosylate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0074912,Sorbitan Monolaurate,USAN_TC,Pharmacologic Substance,Lipid,
C0074913,Sorbitan Monooleate,MeSH_PA,Biomedical or Dental Material,Lipid,
C0286353,Sorbitan Monopalmitate,USAN_TC,Pharmacologic Substance,Carbohydrate,
C0074915,Sorbitan Monostearate,USAN_TC,Pharmacologic Substance,Lipid,
C0074916,Sorbitan Sesquioleate,USAN_TC,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0074917,Sorbitan Trioleate,USAN_TC,Pharmacologic Substance,Lipid,
C0982404,Sorbitan Tristearate,USAN_TC,Pharmacologic Substance,Lipid,
C0026289,Sotalol Hydrochloride,ChEBI,Pharmacologic Substance,Organic Chemical,
C2825282,Sotrastaurin Acetate,USAN_TC,Pharmacologic Substance,,
C1518775,Sparfosate Sodium,USAN_TC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0888279,Sparteine Sulfate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0887525,Spectinomycin Hydrochloride,USAN_TC,Antibiotic,Organic Chemical,
C0293944,Spermine Nitric Oxide Complex,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067114,N(1); N(12)-Diethylspermine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067560,N-(7-(4-Nitrobenzo-2-Oxa-1;3-Diazole))-6-Aminocaproyl Sphingosine,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Lipid,
C0074992,Sphingosine 1-Phosphate,ChEBI,Organic Chemical,,
C1528843,Spirapril Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0075093,Squaric Acid Dibutyl Ester,ChEBI,Pharmacologic Substance,Immunologic Factor,Organic Chemical
C0122805,Hydroxyethyl Starch-Deferoxamine Conjugate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0142927,Sodium Starch Glycolate,USAN_TC,Pharmacologic Substance,Carbohydrate,
C2976774,Staurosporine Aglycone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044788,12-(9-Anthroyloxy)Stearic Acid,MeSH_PA,Pharmacologic Substance,Lipid,
C0982183,Glycol Distearate,USAN_TC,Pharmacologic Substance,Lipid,
C0982400,Sodium Stearate,USAN_TC,Pharmacologic Substance,Lipid,
C1509821,Sodium Stearyl Fumarate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0646020,Stenbolone Acetate,USAN_TC,Steroid,,
C0117933,2-Hydroxy-4;4'-Diamidinostilbene; Methanesulfonate Salt,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C2348540,Stilonium Iodide,USAN_TC,Pharmacologic Substance,,
C0038426,Streptomycin Sulfate,USAN_TC,Antibiotic,Carbohydrate,
C0936139,Strontium Ranelate,MeSH_PA,Pharmacologic Substance,Indicator; Reagent; or Diagnostic Aid,Organic Chemical
C0075351,Styrene Oxide,MeSH_PA,Hazardous or Poisonous Substance,Organic Chemical,
C0058479,Disuccinimidyl Suberate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1657565,Sodium Succinate Hexahydrate,ChEBI,Pharmacologic Substance,Organic Chemical,
C1655015,Succinylcholine Chloride Dihydrate,ChEBI,Pharmacologic Substance,Organic Chemical,
C0075478,Sucrose Octaacetate,USAN_TC,Indicator; Reagent; or Diagnostic Aid,Carbohydrate,
C0075479,Sucrose Octasulfate,MeSH_PA,Pharmacologic Substance,Carbohydrate,
C0075483,Sucrose Polyester,MeSH_PA,Pharmacologic Substance,Carbohydrate,Lipid
C0162792,Sufentanil Citrate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2983910,Sulbactam Benzathine,USAN_TC,Pharmacologic Substance,Organic Chemical,
C3272992,Sulbactam Pivoxil,USAN_TC,Pharmacologic Substance,,
C0282355,Sulbactam Sodium,USAN_TC,Antibiotic,Organic Chemical,
C0144004,Sulconazole Nitrate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0282356,Sulfacetamide Sodium,ChEBI,Pharmacologic Substance,Organic Chemical,
C0723509,Sulfadiazine Sodium,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0037134,Sulfadiazine; Silver,DailyMed,Pharmacologic Substance,Organic Chemical,
C0144059,Sulfinalol Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0081437,Sulfisoxazole Acetyl,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0038746,Sulfisoxazole Diolamine,NDFRT,Pharmacologic Substance,Organic Chemical,
C0954583,Sulfonterol Hydrochloride,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0075589,Sulfoquinovosyl Diglyceride,MeSH_PA,Pharmacologic Substance,Lipid,
C0038777,Sulfur Dioxide,MeSH_PA,Hazardous or Poisonous Substance,Inorganic Chemical,
C0038779,Sulfur Hexafluoride,USAN_TC,Inorganic Chemical,,
C0075615,Sulindac Sulfide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0075616,Sulindac Sulfone,ChEBI,Pharmacologic Substance,Organic Chemical,
C2981328,Sulopenem Etzadroxil,USAN_TC,Pharmacologic Substance,,
C2699725,Suloxifen Oxalate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0206599,Sumatriptan Succinate,ChEBI,Pharmacologic Substance,Organic Chemical,
C1700685,Sunitinib Malate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0084115,Polyethylene Glycol-Superoxide Dismutase,MeSH_PA,Enzyme,Organic Chemical,
C1721115,Surfactin Peptide,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0958686,Suronacrine Maleate,USAN_TC,Pharmacologic Substance,Organic Chemical,
